author,sentence,response,response_round,subtype,type,lexicalization,condition,head_noun,agreement
Golovnina_2022,"Те, кто заплатят за подписку, продлят доступ.",5.444444444444445,5.0,relative_clauses,stimul,7.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те, кто прилетит из-за границы, привезут сувениры.",4.666666666666667,5.0,relative_clauses,stimul,8.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все, кто отступит от правил, покинут команду.",6.333333333333333,6.0,relative_clauses,stimul,25.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Те исполнители, кто выйдут на сцену, споют романсы.",4.285714285714286,4.0,relative_clauses,stimul,24.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те, кто ответят на экзамене, получат пятерки.",6.166666666666667,6.0,relative_clauses,stimul,5.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие, кто пострадают из-за кризиса, получат компенсацию.",5.533333333333333,6.0,relative_clauses,stimul,16.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те, кто устанет на экскурсии, проспят завтрак.",4.416666666666667,4.0,relative_clauses,stimul,22.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Те атлеты, кто добежит до финиша, получат медаль.",4.428571428571429,4.0,relative_clauses,stimul,9.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все иностранцы, кто приплывет на корабле, пройдут проверку.",4.666666666666667,5.0,relative_clauses,stimul,17.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто приплывут на корабле, пройдут проверку.",5.833333333333333,6.0,relative_clauses,stimul,17.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие абитуриенты, поступающие в вуз, сдадут экзамены.",6.104651162790698,6.0,good,filler,501.0,good,,
Golovnina_2022,"Те, кто выступят на вечере, прочтут стихи.",5.8,6.0,relative_clauses,stimul,4.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все работники, кто вступит в профсоюз, получат привилегии.",5.833333333333333,6.0,relative_clauses,stimul,13.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те бизнесмены, кто пострадает из-за кризиса, получат компенсацию.",4.636363636363637,5.0,relative_clauses,stimul,16.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто выйдет на сцену, споют романсы.",5.875,6.0,relative_clauses,stimul,24.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все, кто заплывут за буйки, заплатят штраф.",4.8,5.0,relative_clauses,stimul,31.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие репортеры, кто побывают на открытии, заметят подмену.",4.428571428571429,4.0,relative_clauses,stimul,12.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие люди, играющие на бирже, потеряют деньги.",6.430232558139535,6.0,good,filler,501.0,good,,
Golovnina_2022,"Те сотрудники, кто зайдут в бухгалтерию, получат зарплату.",5.111111111111111,5.0,relative_clauses,stimul,1.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те водители, кто застрянет в пробке, потеряют время.",3.9,4.0,relative_clauses,stimul,6.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все, кто заболеют в дороге, примут лекарства.",6.111111111111111,6.0,relative_clauses,stimul,27.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все друзья, переезжающие в столицу, пришлет подарки.",2.2823529411764705,2.0,bad,filler,501.0,bad,,
Golovnina_2022,"Те, кто приедет на фестиваль, исполнят песни.",4.857142857142857,5.0,relative_clauses,stimul,2.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие слушатели, которые побывают на лекции, зададут вопросы.",5.952941176470588,6.0,good,filler,501.0,good,,
Golovnina_2022,"Те, кто побегут в эстафете, пропустят уроки.",5.533333333333333,6.0,relative_clauses,stimul,28.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те пациенты, кто переедет в санаторий, продолжат лечение.",4.066666666666666,4.0,relative_clauses,stimul,15.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто попадут в список, пройдут собеседование.",5.5,6.0,relative_clauses,stimul,11.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие писатели, кто попадет на съезд, выиграют гранты.",4.555555555555555,5.0,relative_clauses,stimul,14.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все ученики, кто опоздает на урок, напишут объяснительные.",5.2,5.0,relative_clauses,stimul,19.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все участники, кто отступит от правил, покинут команду.",5.0,5.0,relative_clauses,stimul,25.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто побывает на открытии, заметят подмену.",4.7,5.0,relative_clauses,stimul,12.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие, кто попадет на премьеру, опубликуют репортаж.",5.0,5.0,relative_clauses,stimul,10.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие, кто выйдут на сцену, споют романсы.",5.333333333333333,5.0,relative_clauses,stimul,24.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Тот лыжник, кто попадет в сборную, заслужат уважение.",2.717647058823529,3.0,bad,filler,501.0,bad,,
Golovnina_2022,"Тот исследователь, кто задумается о проблеме, проведет опрос.",5.107142857142857,5.0,good,filler,501.0,good,,
Golovnina_2022,"Те водители, кто застрянут в пробке, потеряют время.",4.571428571428571,5.0,relative_clauses,stimul,6.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие водители, кто застрянут в пробке, потеряют время.",3.625,4.0,relative_clauses,stimul,6.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все кандидаты, кто попадут в список, пройдут собеседование.",4.090909090909091,4.0,relative_clauses,stimul,11.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те артисты, кто приедут на фестиваль, исполнят песни.",4.1875,4.0,relative_clauses,stimul,2.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие, кто устанет на экскурсии, проспят завтрак.",4.714285714285714,5.0,relative_clauses,stimul,22.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие геологи, кто пойдет в поход, возьмут палатки. ",4.75,5.0,relative_clauses,stimul,20.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те пользователи, кто заплатят за подписку, продлят доступ.",4.5,4.0,relative_clauses,stimul,7.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все, кто заплатят за подписку, продлят доступ.",4.2,4.0,relative_clauses,stimul,7.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те приятели, кто прилетят из-за границы, привезут сувениры.",4.333333333333333,4.0,relative_clauses,stimul,8.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те спортсмены, кто отдохнут перед игрой, улучшат результаты.",3.941176470588236,4.0,relative_clauses,stimul,18.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все пассажиры, кто полетит на самолете, прослушают инструктаж.",5.428571428571429,5.0,relative_clauses,stimul,21.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те бизнесмены, кто пострадают из-за кризиса, получат компенсацию.",5.142857142857143,5.0,relative_clauses,stimul,16.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие журналисты, кто попадет на премьеру, опубликуют репортаж.",3.9,4.0,relative_clauses,stimul,10.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все внуки, которые придут к бабушке, съест обед.",1.9411764705882355,2.0,bad,filler,501.0,bad,,
Golovnina_2022,"Многие исполнители, кто выйдет на сцену, споют романсы.",4.857142857142857,5.0,relative_clauses,stimul,24.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все, кто проникнут на территорию, оставят следы.",5.888888888888889,6.0,relative_clauses,stimul,3.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те приятели, кто прилетит из-за границы, привезут сувениры.",3.5454545454545454,4.0,relative_clauses,stimul,8.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все, кто сбегут из тюрьмы, понесут наказание.",5.3,5.0,relative_clauses,stimul,23.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те кандидаты, кто попадут в список, пройдут собеседование.",3.142857142857143,3.0,relative_clauses,stimul,11.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те участники, кто отступит от правил, покинут команду.",6.0,6.0,relative_clauses,stimul,25.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все нарушители, кто проникнет на территорию, оставят следы.",3.5,4.0,relative_clauses,stimul,3.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все преступники, кто сбегут из тюрьмы, понесут наказание.",3.857142857142857,4.0,relative_clauses,stimul,23.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те, кто заплатит за подписку, продлят доступ.",4.428571428571429,4.0,relative_clauses,stimul,7.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все пользователи, кто заплатят за подписку, продлят доступ.",3.2857142857142856,3.0,relative_clauses,stimul,7.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те экскурсанты, кто последуют за гидом, увидят памятник.",6.714285714285714,7.0,relative_clauses,stimul,32.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те артисты, кто приедет на фестиваль, исполнят песни.",3.6666666666666665,4.0,relative_clauses,stimul,2.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Многие, кто попадет на съезд, выиграют гранты.",4.0,4.0,relative_clauses,stimul,14.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Те, кто взойдут на трибуну, произнесут речь.",5.555555555555555,6.0,relative_clauses,stimul,26.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие экскурсанты, кто последуют за гидом, увидят памятник.",4.777777777777778,5.0,relative_clauses,stimul,32.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все студенты, кто ответит на экзамене, получат пятерки.",6.142857142857143,6.0,relative_clauses,stimul,5.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те нарушители,кто проникнут на территорию, оставят следы.",3.857142857142857,4.0,relative_clauses,stimul,3.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те преступники, кто сбежит из тюрьмы, понесут наказание.",4.533333333333333,5.0,relative_clauses,stimul,23.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те работники, кто вступит в профсоюз, получат привилегии.",4.5,4.0,relative_clauses,stimul,13.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто заболеют в дороге, примут лекарства.",6.0,6.0,relative_clauses,stimul,27.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие приятели, кто прилетит из-за границы, привезут сувениры.",2.4285714285714284,2.0,relative_clauses,stimul,8.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все студенты, кто ответят на экзамене, получат пятерки.",5.0,5.0,relative_clauses,stimul,5.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие, кто отдохнет перед игрой, улучшат результаты.",5.545454545454546,6.0,relative_clauses,stimul,18.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все курьеры, работающие в компании, получат премию.",6.380952380952381,6.0,good,filler,501.0,good,,
Golovnina_2022,"Те, кто зайдут в бухгалтерию, получат зарплату.",5.0,5.0,relative_clauses,stimul,1.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все туристы, кто заболеет в дороге, примут лекарства.",4.333333333333333,4.0,relative_clauses,stimul,27.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Многие, кто устанут на экскурсии, проспят завтрак.",3.7777777777777777,4.0,relative_clauses,stimul,22.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие мальчики, кто побежит в эстафете, пропустят уроки.",3.5,4.0,relative_clauses,stimul,28.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто последуют за гидом, увидят памятник.",5.411764705882353,5.0,relative_clauses,stimul,32.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все, кто зайдут в бухгалтерию, получат зарплату.",5.5,6.0,relative_clauses,stimul,1.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все, кто опоздает на урок, напишут объяснительные.",6.857142857142857,7.0,relative_clauses,stimul,19.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие, кто попадут на премьеру, опубликуют репортаж.",6.166666666666667,6.0,relative_clauses,stimul,10.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те политики, кто взойдет на трибуну, произнесут речь.",4.777777777777778,5.0,relative_clauses,stimul,26.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те пассажиры, кто полетят на самолете, прослушают инструктаж.",4.333333333333333,4.0,relative_clauses,stimul,21.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все, кто проникнет на территорию, оставят следы.",5.714285714285714,6.0,relative_clauses,stimul,3.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие, кто уедут из деревни, продадут дома.",4.444444444444445,4.0,relative_clauses,stimul,30.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те, кто попадут на съезд, выиграют гранты.",6.714285714285714,7.0,relative_clauses,stimul,14.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все сотрудники, приходящие на работу, покажет пропуск.",2.511627906976744,3.0,bad,filler,501.0,bad,,
Golovnina_2022,"Те репортеры, кто побывает на открытии, заметят подмену.",4.428571428571429,4.0,relative_clauses,stimul,12.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те отдыхающие, кто заплывут за буйки, заплатят  штраф.",5.25,5.0,relative_clauses,stimul,31.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те иностранцы, кто приплывет на корабле, пройдут проверку.",5.285714285714286,5.0,relative_clauses,stimul,17.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто побежит в эстафете, пропустят уроки.",4.8,5.0,relative_clauses,stimul,28.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все атлеты, кто добегут до финиша, получат медаль.",4.1,4.0,relative_clauses,stimul,9.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие, кто выступит на вечере, прочтут стихи.",5.375,5.0,relative_clauses,stimul,4.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Тот инженер, кто выйдет из отпуска, закончит проект.",4.023255813953488,4.0,good,filler,501.0,good,,
Golovnina_2022,"Многие бизнесмены, кто пострадает из-за кризиса, получат компенсацию.",4.0,4.0,relative_clauses,stimul,16.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все, кто успеет к началу, снимут режиссера.",3.294117647058824,3.0,relative_clauses,stimul,29.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Те актеры, кто выступит на вечере, прочтут стихи.",3.857142857142857,4.0,relative_clauses,stimul,4.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Многие творцы, участвующие в выставке, создадут шедевры.",6.151162790697675,6.0,good,filler,501.0,good,,
Golovnina_2022,"Многие, кто выйдет на сцену, споют романсы.",4.9,5.0,relative_clauses,stimul,24.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Те, кто устанут на экскурсии, проспят завтрак.",5.285714285714286,5.0,relative_clauses,stimul,22.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все, кто ответят на экзамене, получат пятерки.",5.857142857142857,6.0,relative_clauses,stimul,5.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те репортеры, кто побывают на открытии, заметят подмену.",3.888888888888889,4.0,relative_clauses,stimul,12.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие писатели, кто попадут на съезд, выиграют гранты.",4.117647058823529,4.0,relative_clauses,stimul,14.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все, кто отступят от правил, покинут команду.",5.833333333333333,6.0,relative_clauses,stimul,25.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те родственники, кто уедут из деревни, продадут дома.",3.933333333333333,4.0,relative_clauses,stimul,30.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те журналисты, кто попадет на премьеру, опубликуют репортаж.",4.875,5.0,relative_clauses,stimul,10.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те, кто вступят в профсоюз, получат привилегии.",6.0,6.0,relative_clauses,stimul,13.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те, кто попадут на премьеру, опубликуют репортаж.",5.666666666666667,6.0,relative_clauses,stimul,10.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие, кто застрянет в пробке, потеряют время.",4.428571428571429,4.0,relative_clauses,stimul,6.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все участники, кто отступят от правил, покинут команду.",3.7,4.0,relative_clauses,stimul,25.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те, кто проникнет на территорию, оставят следы.",5.333333333333333,5.0,relative_clauses,stimul,3.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие, кто приедут на фестиваль, исполнят песни.",5.25,5.0,relative_clauses,stimul,2.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие, кто выступят на вечере, прочтут стихи.",5.235294117647059,5.0,relative_clauses,stimul,4.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Все пациенты, которые прибудут в больницу, сдаст анализы.",2.552941176470588,3.0,bad,filler,501.0,bad,,
Golovnina_2022,"Те, кто заплывет за буйки, заплатят  штраф.",6.0,6.0,relative_clauses,stimul,31.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Тот руководитель, кто уедет из страны, покинет пост.",4.627906976744186,5.0,good,filler,501.0,good,,
Golovnina_2022,"Те, кто последует за гидом, увидят памятник.",5.555555555555555,6.0,relative_clauses,stimul,32.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все, кто попадут в список, пройдут собеседование.",5.666666666666667,6.0,relative_clauses,stimul,11.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те писатели, кто попадет на съезд, выиграют гранты.",4.4,4.0,relative_clauses,stimul,14.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все, кто заболеет в дороге, примут лекарства.",5.285714285714286,5.0,relative_clauses,stimul,27.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Все отдыхающие, кто заплывут за буйки, заплатят  штраф.",3.7142857142857135,4.0,relative_clauses,stimul,31.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те, кто опоздают на урок, напишут объяснительные.",5.9,6.0,relative_clauses,stimul,19.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие, кто пойдут в поход, возьмут палатки. ",5.1875,5.0,relative_clauses,stimul,20.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те актеры, кто выступят на вечере, прочтут стихи.",4.111111111111111,4.0,relative_clauses,stimul,4.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Те ученики, кто опоздает на урок, напишут объяснительные.",4.0625,4.0,relative_clauses,stimul,19.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те мальчики, кто побежит в эстафете, пропустят уроки.",3.857142857142857,4.0,relative_clauses,stimul,28.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все, кто успеют к началу, снимут режиссера.",4.285714285714286,4.0,relative_clauses,stimul,29.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те, кто полетят на самолете, прослушают инструктаж.",5.833333333333333,6.0,relative_clauses,stimul,21.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие, кто отдохнут перед игрой, улучшат результаты.",5.857142857142857,6.0,relative_clauses,stimul,18.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Многие политики, кто взойдет на трибуну, произнесут речь.",4.5,4.0,relative_clauses,stimul,26.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Тот гражданин, кто вступит в партию, проявят ответственность.",2.892857142857143,3.0,bad,filler,501.0,bad,,
Golovnina_2022,"Многие приятели, кто прилетят из-за границы, привезут сувениры.",4.222222222222222,4.0,relative_clauses,stimul,8.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все нарушители, кто проникнут на территорию, оставят следы.",4.363636363636363,4.0,relative_clauses,stimul,3.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все, кто полетят на самолете, прослушают инструктаж.",5.428571428571429,5.0,relative_clauses,stimul,21.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Те, кто зайдет в бухгалтерию, получат зарплату.",4.764705882352941,5.0,relative_clauses,stimul,1.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Те пассажиры, кто полетит на самолете, прослушают инструктаж.",4.285714285714286,4.0,relative_clauses,stimul,21.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Все иностранцы, кто приплывут на корабле, пройдут проверку.",3.888888888888889,4.0,relative_clauses,stimul,17.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Многие, кто приедет на фестиваль, исполнят песни.",5.571428571428571,6.0,relative_clauses,stimul,2.0,"no head noun, plural verb",no head noun,plural verb
Golovnina_2022,"Тот человек, кто узнает о преступлении, расскажут правду.",2.5176470588235293,3.0,bad,filler,501.0,bad,,
Golovnina_2022,"Многие актеры, кто выступит на вечере, прочтут стихи.",4.909090909090909,5.0,relative_clauses,stimul,4.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Те спортсмены, кто отдохнет перед игрой, улучшат результаты.",5.0,5.0,relative_clauses,stimul,18.0,"with head noun, singular verb",with head noun,singular verb
Golovnina_2022,"Многие геологи, кто пойдут в поход, возьмут палатки. ",5.285714285714286,5.0,relative_clauses,stimul,20.0,"with head noun, plural verb",with head noun,plural verb
Golovnina_2022,"Все, кто сбежит из тюрьмы, понесут наказание.",5.5,6.0,relative_clauses,stimul,23.0,"no head noun, singular verb",no head noun,singular verb
Golovnina_2022,"Многие студенты, которые попадут на стажировку, пропустят учебу.",6.148148148148148,6.0,good,filler,501.0,good,,
Golovnina_2022,"Многие, кто побывает на открытии, заметят подмену.",3.888888888888889,4.0,relative_clauses,stimul,12.0,"no head noun, singular verb",no head noun,singular verb
