author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_1,Только две фигуристка исполнят этот прыжки.,2.237113402061856,2.0,bad,filler,,bad,,,
Belova_2023_1,Мы все поможем с проведением экзаменов.,5.333333333333333,5.0,quantifier,stimul,3.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все подметут в учебных кабинетах.,3.0,3.0,quantifier,stimul,41.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы семеро объявит о скорых отставках.,1.375,1.0,quantifier,stimul,36.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы двое порыбачит в лесных озёрах.,1.6363636363636365,2.0,quantifier,stimul,31.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Семеро из нас уволится с нынешних позиций.,3.0,3.0,quantifier,stimul,18.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Все из нас рассчитаемся с кредитными долгами.,2.0,2.0,quantifier,stimul,23.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Двое из нас отчитается за выполненные задачи.,5.0,5.0,quantifier,stimul,43.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Они шестеро приберётся в старых кладовках.,2.8,3.0,quantifier,stimul,47.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Они трое отметится на проходной завода.,2.2222222222222223,2.0,quantifier,stimul,38.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Трое из нас вложится в перспективные акции.,3.2,3.0,quantifier,stimul,44.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Они все свяжутся со свадебными фотографами.,4.8,5.0,quantifier,stimul,25.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они все возьмутся за новые проекты.,6.2,6.0,quantifier,stimul,42.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы двое порыбачим в лесных озёрах.,5.5,6.0,quantifier,stimul,31.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из них присоединятся к поисковым отрядам.,4.4,4.0,quantifier,stimul,28.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они все сыграют на акустической гитаре.,5.4,5.0,quantifier,stimul,13.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы все перезвоним по незнакомым номерам.,4.0,4.0,quantifier,stimul,22.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Пятеро из нас прикрепимся к новым поликлиникам.,2.2,2.0,quantifier,stimul,40.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из нас покатаемся на двугорбых верблюдах.,1.75,2.0,quantifier,stimul,26.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они все объявят о скорых отставках.,6.0,6.0,quantifier,stimul,36.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Семеро из нас объявит о скорых отставках.,3.090909090909091,3.0,quantifier,stimul,36.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Шестеро из нас приедем на утренних поездах.,2.636363636363636,3.0,quantifier,stimul,5.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Двое грабителей предстанут перед судом.,6.448979591836735,6.0,good,filler,,good,,,
Belova_2023_1,Четверо из нас познакомятся с артистами спектакля.,5.833333333333333,6.0,quantifier,stimul,33.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Шестеро из нас подметут в учебных кабинетах.,4.5,4.0,quantifier,stimul,41.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы двое сыграем на акустической гитаре.,4.166666666666667,4.0,quantifier,stimul,13.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы четверо извинятся за допущенные ошибки.,2.6,3.0,quantifier,stimul,45.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из нас порыбачим в лесных озёрах.,1.8888888888888888,2.0,quantifier,stimul,31.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Пятеро из нас прикрепится к новым поликлиникам.,4.5,4.0,quantifier,stimul,40.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы четверо извинимся за допущенные ошибки.,4.5,4.0,quantifier,stimul,45.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы все извинимся за допущенные ошибки.,5.75,6.0,quantifier,stimul,45.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все переоденутся в карнавальные костюмы.,6.636363636363637,7.0,quantifier,stimul,6.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они все позаботятся о нужных продуктах.,5.0,5.0,quantifier,stimul,30.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они четверо выступят на студенческих конференциях.,6.5,6.0,quantifier,stimul,21.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Они трое съездит в отдалённые деревни.,1.5,2.0,quantifier,stimul,20.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы все прилетим в разные аэропорты.,6.0,6.0,quantifier,stimul,8.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы все согласятся на предложения конкурентов.,1.9,2.0,quantifier,stimul,14.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы пятеро перезвонит по незнакомым номерам.,1.5,2.0,quantifier,stimul,22.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Все из нас съездят в отдалённые деревни.,2.125,2.0,quantifier,stimul,20.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы семеро объявят о скорых отставках.,1.75,2.0,quantifier,stimul,36.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Двое из них сыграют на акустической гитаре.,6.333333333333333,6.0,quantifier,stimul,13.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы шестеро приберётся в старых кладовках.,3.0,3.0,quantifier,stimul,47.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы трое согласимся на предложения конкурентов.,5.0,5.0,quantifier,stimul,14.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы шестеро вмешаемся в важные переговоры.,3.8333333333333335,4.0,quantifier,stimul,29.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Двое из нас придут на пятничную вечеринку.,5.8,6.0,quantifier,stimul,1.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас приедем на утренних поездах.,1.3333333333333333,1.0,quantifier,stimul,5.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Четыре ребёнка сходят в цирк и зоопарку.,1.84375,2.0,bad,filler,,bad,,,
Belova_2023_1,Все из них прикрепятся к новым поликлиникам.,4.25,4.0,quantifier,stimul,40.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас победят на конкурсе чтецов.,4.0,4.0,quantifier,stimul,37.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас приедут на утренних поездах.,2.333333333333333,2.0,quantifier,stimul,5.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Семеро из нас уволятся с нынешних позиций.,5.6,6.0,quantifier,stimul,18.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они двое порыбачат в лесных озёрах.,5.5,6.0,quantifier,stimul,31.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы пятеро пойдёт на курсы вождения.,4.75,5.0,quantifier,stimul,46.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Шестеро из нас приедут на утренних поездах.,5.0,5.0,quantifier,stimul,5.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них рассчитаются с кредитными долгами.,4.4,4.0,quantifier,stimul,23.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас свяжутся со свадебными фотографами.,3.0,3.0,quantifier,stimul,25.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из нас сыграет на акустической гитаре.,2.583333333333333,3.0,quantifier,stimul,13.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Двое из нас сыграем на акустической гитаре.,3.75,4.0,quantifier,stimul,13.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из нас отдохнём на южных курортах.,1.5,2.0,quantifier,stimul,24.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы шестеро приберёмся в старых кладовках.,5.5,6.0,quantifier,stimul,47.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы все женятся в течение месяца.,2.6,3.0,quantifier,stimul,16.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы семеро возьмутся за новые проекты.,1.3333333333333333,1.0,quantifier,stimul,42.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они трое переедут в соседние страны.,3.8,4.0,quantifier,stimul,32.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Они двое порыбачит в лесных озёрах.,1.2,1.0,quantifier,stimul,31.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из них свяжутся со свадебными фотографами.,4.25,4.0,quantifier,stimul,25.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы шестеро справится с заменой лампочек.,2.0,2.0,quantifier,stimul,11.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Они все понакомятся с артистами спектакля.,3.8333333333333335,4.0,quantifier,stimul,33.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Все из них съездят в отдалённые деревни.,3.6666666666666665,4.0,quantifier,stimul,20.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они двое победят на конкурсе чтецов.,6.5,6.0,quantifier,stimul,37.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из нас вмешаются в важные переговоры.,3.5,4.0,quantifier,stimul,29.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они трое прилетят в разные аэропорты.,4.333333333333333,4.0,quantifier,stimul,8.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы четверо разберутся со сломанными телефонами.,1.6666666666666667,2.0,quantifier,stimul,9.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все приедем на утренних поездах.,6.5,6.0,quantifier,stimul,5.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас прилетим в разные аэропорты.,2.4,2.0,quantifier,stimul,8.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Шестеро из них подметут в учебных кабинетах.,5.2727272727272725,5.0,quantifier,stimul,41.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они двое свяжутся со свадебными фотографами.,4.666666666666667,5.0,quantifier,stimul,25.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы четверо выступим на студенческих конференциях.,5.5,6.0,quantifier,stimul,21.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Двое из нас остановится в дешёвых хостелах.,3.25,3.0,quantifier,stimul,7.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы двое свяжемся со свадебными фотографами.,4.0,4.0,quantifier,stimul,25.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы все пойдут на курсы вождения.,2.272727272727273,2.0,quantifier,stimul,46.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все переночуем в больших палатках.,6.166666666666667,6.0,quantifier,stimul,19.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Шестеро из них вмешается в важные переговоры.,2.6666666666666665,3.0,quantifier,stimul,29.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они все отметятся на проходной завода.,5.25,5.0,quantifier,stimul,38.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Все из них прилетят в разные аэропорты.,4.75,5.0,quantifier,stimul,8.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они семеро объявит о скорых отставках.,3.5,4.0,quantifier,stimul,36.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы все созвонимся с поставщиками продуктов.,5.666666666666667,6.0,quantifier,stimul,10.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Семеро из нас позаботится о нужных продуктах.,2.5,2.0,quantifier,stimul,30.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Шестеро из них рассчитаются с кредитными долгами.,6.25,6.0,quantifier,stimul,23.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они двое отчитаются за выполненные задачи.,5.6,6.0,quantifier,stimul,43.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из нас переоденемся в карнавальные костюмы.,2.333333333333333,2.0,quantifier,stimul,6.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они пятеро присоединятся к поисковым отрядам.,4.25,4.0,quantifier,stimul,28.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из них остановятся в дешёвых хостелах.,2.75,3.0,quantifier,stimul,7.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Четверо из них выступят на студенческих конференциях.,6.4,6.0,quantifier,stimul,21.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас покатаются на двугорбых верблюдах.,5.0,5.0,quantifier,stimul,26.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Трое из них вложится в перспективные акции.,3.1666666666666665,3.0,quantifier,stimul,44.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они все покатаются на двугорбых верблюдах.,5.2,5.0,quantifier,stimul,26.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Пятеро из нас побеседует с очевидцами аварии.,5.75,6.0,quantifier,stimul,34.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Все из нас остановятся в дешёвых хостелах.,5.0,5.0,quantifier,stimul,7.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы семеро поучаствуют в социальных опросах.,2.1818181818181817,2.0,quantifier,stimul,48.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы трое опубликуются в научных журналах.,1.3333333333333333,1.0,quantifier,stimul,2.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы трое переедет в соседние страны.,2.0,2.0,quantifier,stimul,32.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Все из нас познакомимся с артистами спектакля.,2.375,2.0,quantifier,stimul,33.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы семеро отдохнут на южных курортах.,1.4,1.0,quantifier,stimul,24.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Шестеро из нас рассчитаются с кредитными долгами.,6.0,6.0,quantifier,stimul,23.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы все согласимся на предложения конкурентов.,6.125,6.0,quantifier,stimul,14.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы трое покатаемся на двугорбых верблюдах.,3.2222222222222223,3.0,quantifier,stimul,26.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Шестеро из них справятся с заменой лампочек.,5.2,5.0,quantifier,stimul,11.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы семеро переоденемся в карнавальные костюмы.,3.727272727272727,4.0,quantifier,stimul,6.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они четверо поможет с проведением экзаменов.,3.75,4.0,quantifier,stimul,3.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас искупаются в крещенской проруби.,4.0,4.0,quantifier,stimul,4.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Пятеро из них женится в течение месяца.,3.75,4.0,quantifier,stimul,16.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы трое прилетим в разные аэропорты.,3.8,4.0,quantifier,stimul,8.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас согласимся на предложения конкурентов.,2.0,2.0,quantifier,stimul,14.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из нас поступим в столичные вузы.,2.0,2.0,quantifier,stimul,17.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Только три черепашонка из кладки доберутся до моря.,6.021052631578947,6.0,good,filler,,good,,,
Belova_2023_1,Четверо из них сядут за первые парты.,3.5,4.0,quantifier,stimul,39.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они все порыбачат в лесных озёрах.,5.8,6.0,quantifier,stimul,31.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы все вернутся в гостиничные номера.,3.0,3.0,quantifier,stimul,15.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Семеро из нас возьмётся за новые проекты.,3.272727272727273,3.0,quantifier,stimul,42.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Восемь первокурсник придут на конференцией.,1.9583333333333333,2.0,bad,filler,,bad,,,
Belova_2023_1,Мы все переоденутся в карнавальные костюмы.,1.25,1.0,quantifier,stimul,6.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они все запишутся в спортивные секции.,6.25,6.0,quantifier,stimul,12.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Семеро из нас поучаствуют в социальных опросах.,5.0,5.0,quantifier,stimul,48.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы пятеро созвонимся с поставщиками продуктов.,3.7777777777777777,4.0,quantifier,stimul,10.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы семеро объявим о скорых отставках.,4.8,5.0,quantifier,stimul,36.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все пойдут на курсы вождения.,6.75,7.0,quantifier,stimul,46.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они пятеро прикрепятся к новым поликлиникам.,3.1666666666666665,3.0,quantifier,stimul,40.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Двое из них порыбачит в лесных озёрах.,3.4,3.0,quantifier,stimul,31.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они шестеро вмешаются в важные переговоры.,6.0,6.0,quantifier,stimul,29.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы трое прилетят в разные аэропорты.,1.4444444444444444,1.0,quantifier,stimul,8.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Двое из нас свяжутся со свадебными фотографами.,6.25,6.0,quantifier,stimul,25.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы все придут на пятничную вечеринку.,2.333333333333333,2.0,quantifier,stimul,1.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они трое отметятся на проходной завода.,3.4,3.0,quantifier,stimul,38.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Четверо из них сядет за первые парты.,2.571428571428572,3.0,quantifier,stimul,39.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Все из нас прилетят в разные аэропорты.,5.0,5.0,quantifier,stimul,8.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Вы с Любой испечёте шоколадное печенье.,5.690721649484536,6.0,good,filler,,good,,,
Belova_2023_1,Мы шестеро поступят в столичные вузы.,1.3333333333333333,1.0,quantifier,stimul,17.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из них извинятся за допущенные ошибки.,5.7,6.0,quantifier,stimul,45.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из них переедут в соседние страны.,5.454545454545454,5.0,quantifier,stimul,32.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они все вернутся в гостиничные номера.,6.2,6.0,quantifier,stimul,15.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Все из нас сыграют на акустической гитаре.,2.4,2.0,quantifier,stimul,13.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они пятеро перезвонит по незнакомым номерам.,1.5555555555555556,2.0,quantifier,stimul,22.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас съездим в отдалённые деревни.,1.2,1.0,quantifier,stimul,20.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они все ответят за поломанные инструменты.,5.666666666666667,6.0,quantifier,stimul,35.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Шестеро из нас справимся с заменой лампочек.,1.75,2.0,quantifier,stimul,11.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Шестеро из них поступит в столичные вузы.,4.0,4.0,quantifier,stimul,17.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Четверо из них познакомится с артистами спектакля.,2.25,2.0,quantifier,stimul,33.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они пятеро созвонится с поставщиками продуктов.,1.6,2.0,quantifier,stimul,10.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Четверо из нас разберётся со сломанными телефонами.,2.7,3.0,quantifier,stimul,9.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Все из нас женимся в течение месяца.,2.0,2.0,quantifier,stimul,16.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы трое отметится на проходной завода.,4.0,4.0,quantifier,stimul,38.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Все из нас победим на конкурсе чтецов.,1.2222222222222223,1.0,quantifier,stimul,37.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из нас переоденутся в карнавальные костюмы.,4.666666666666667,5.0,quantifier,stimul,6.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из них остановится в дешёвых хостелах.,2.7,3.0,quantifier,stimul,7.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Четверо из них извинится за допущенные ошибки.,3.333333333333333,3.0,quantifier,stimul,45.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Семеро из нас переоденутся в карнавальные костюмы.,6.6,7.0,quantifier,stimul,6.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они все созвонятся с поставщиками продуктов.,5.666666666666667,6.0,quantifier,stimul,10.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Двое из них придёт на пятничную вечеринку.,3.1818181818181817,3.0,quantifier,stimul,1.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они четверо вернётся в гостиничные номера.,1.2,1.0,quantifier,stimul,15.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Они четверо помогут с проведением экзаменов.,3.363636363636364,3.0,quantifier,stimul,3.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Двое из них придут на пятничную вечеринку.,6.75,7.0,quantifier,stimul,1.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они шестеро приберутся в старых кладовках.,5.666666666666667,6.0,quantifier,stimul,47.0,"they, nom, 3pl",they,nom,3pl
