experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,order
Belova_2022,Участок под огород арендуют ты и я.,3.4,3.0,coordination,stimul,22.0,176,you_I,3pl,and,VS
Belova_2022,Снежинки из бумаги вырезают я и ты.,2.7,3.0,coordination,stimul,32.0,252,I_you,3pl,and,VS
Belova_2022,Книги в библиотеку отдаёшь ты и я.,3.142857142857143,3.0,coordination,stimul,18.0,143,you_I,2sg,and,VS
Belova_2022,Комнату у метро снимаешь я и ты.,2.357142857142857,2.0,coordination,stimul,5.0,35,I_you,2sg,and,VS
Belova_2022,Ты и я выкупаем цепочку у ломбарда.,3.7857142857142856,4.0,coordination,stimul,8.0,61,you_I,1pl,and,SV
Belova_2022,Ты и я варят гречку на костре.,2.923076923076923,3.0,coordination,stimul,13.0,104,you_I,3pl,and,SV
Belova_2022,Ты и я беру билет на самолёт.,2.4615384615384617,2.0,coordination,stimul,14.0,110,you_I,1sg,and,SV
Belova_2022,Свою гитарой испортила Макар и Алиса.,1.3587786259541983,1.0,bad,filler,,254,,,,
Belova_2022,Я и ты закрываю долги за семестр.,2.6153846153846154,3.0,coordination,stimul,27.0,210,I_you,1sg,and,SV
Belova_2022,Я и ты намечаю переезд за границу.,2.571428571428572,3.0,coordination,stimul,26.0,202,I_you,1sg,and,SV
Belova_2022,Ты и я строим крепость из снега.,5.090909090909091,5.0,coordination,stimul,30.0,237,you_I,1pl,and,SV
Belova_2022,Коробки в макулатуру сдаю я и ты.,3.523809523809524,4.0,coordination,stimul,19.0,146,I_you,1sg,and,VS
Belova_2022,Ты и я отвозим диван в гараж.,5.0,5.0,coordination,stimul,17.0,133,you_I,1pl,and,SV
Belova_2022,Штрафы за парковку плачу я и ты.,3.761904761904762,4.0,coordination,stimul,28.0,218,I_you,1sg,and,VS
Belova_2022,Игорь и Таня подрался из-за игровую приставку.,2.107843137254902,2.0,bad,filler,,275,,,,
Belova_2022,Ты и я готовлю реквизит для спектакля.,2.083333333333333,2.0,coordination,stimul,3.0,22,you_I,1sg,and,SV
Belova_2022,Ключи от квартиры ищут ты и я.,2.4761904761904763,2.0,coordination,stimul,12.0,96,you_I,3pl,and,VS
Belova_2022,Тромбоны и гобои настроилась перед балет.,1.7647058823529411,2.0,bad,filler,,274,,,,
Belova_2022,Я и ты беру билет на самолёт.,3.0,3.0,coordination,stimul,14.0,106,I_you,1sg,and,SV
Belova_2022,Коробки в макулатуру сдаёшь я и ты.,2.933333333333333,3.0,coordination,stimul,19.0,147,I_you,2sg,and,VS
Belova_2022,Ты и я варишь гречку на костре.,2.3076923076923075,2.0,coordination,stimul,13.0,103,you_I,2sg,and,SV
Belova_2022,Гречку на костре варю ты и я.,3.0,3.0,coordination,stimul,13.0,102,you_I,1sg,and,VS
Belova_2022,Перекус из овощей готовишь я и ты.,2.5384615384615383,3.0,coordination,stimul,31.0,243,I_you,2sg,and,VS
Belova_2022,Диван в гараж отвожу ты и я.,2.5789473684210527,3.0,coordination,stimul,17.0,134,you_I,1sg,and,VS
Belova_2022,Штрафы за парковку платят я и ты.,2.25,2.0,coordination,stimul,28.0,220,I_you,3pl,and,VS
Belova_2022,Духовку от жира отмываешь я и ты.,2.6666666666666665,3.0,coordination,stimul,10.0,75,I_you,2sg,and,VS
Belova_2022,Счёт в ресторане оплатили Антон и Паша.,6.430769230769231,6.0,good,filler,,257,,,,
Belova_2022,Подарок для подруги передаём ты и я.,4.5,4.0,coordination,stimul,2.0,13,you_I,1pl,and,VS
Belova_2022,Ты и я готовят перекус из овощей.,3.3846153846153846,3.0,coordination,stimul,31.0,248,you_I,3pl,and,SV
Belova_2022,Переезд за границу намечаем я и ты.,5.0,5.0,coordination,stimul,26.0,201,I_you,1pl,and,VS
Belova_2022,Билет на самолёт берём ты и я.,4.416666666666667,4.0,coordination,stimul,14.0,109,you_I,1pl,and,VS
Belova_2022,Галстук под пиджак подбираешь я и ты.,2.857142857142857,3.0,coordination,stimul,23.0,179,I_you,2sg,and,VS
Belova_2022,Вечер у соседей проводят я и ты.,2.6666666666666665,3.0,coordination,stimul,6.0,44,I_you,3pl,and,VS
Belova_2022,Перекус из овощей готовлю ты и я.,2.833333333333333,3.0,coordination,stimul,31.0,246,you_I,1sg,and,VS
Belova_2022,Машину из сервиса забираем ты и я.,4.5,4.0,coordination,stimul,29.0,229,you_I,1pl,and,VS
Belova_2022,Ты и я встречаем рассвет у озера.,5.307692307692308,5.0,coordination,stimul,7.0,53,you_I,1pl,and,SV
Belova_2022,Ты и я готовят реквизит для спектакля.,2.75,3.0,coordination,stimul,3.0,24,you_I,3pl,and,SV
Belova_2022,Ты и я готовишь реквизит для спектакля.,1.8571428571428568,2.0,coordination,stimul,3.0,23,you_I,2sg,and,SV
Belova_2022,Сапоги от грязи чищу ты и я.,2.142857142857143,2.0,coordination,stimul,9.0,70,you_I,1sg,and,VS
Belova_2022,Я и ты вносим аванс за квартиру.,4.545454545454546,5.0,coordination,stimul,25.0,193,I_you,1pl,and,SV
Belova_2022,Заявление на увольнение пишу ты и я.,2.4285714285714284,2.0,coordination,stimul,15.0,118,you_I,1sg,and,VS
Belova_2022,Грядку под редис копаешь я и ты.,2.0,2.0,coordination,stimul,24.0,187,I_you,2sg,and,VS
Belova_2022,Стены под покраску ровняют я и ты.,3.0,3.0,coordination,stimul,21.0,164,I_you,3pl,and,VS
Belova_2022,Вера и Даня отпраздновали свою годовщину в ресторане.,6.53921568627451,7.0,good,filler,,261,,,,
Belova_2022,Ты и я строю крепость из снега.,2.6666666666666665,3.0,coordination,stimul,30.0,238,you_I,1sg,and,SV
Belova_2022,Ты и я ровняют стены под покраску.,2.6923076923076925,3.0,coordination,stimul,21.0,168,you_I,3pl,and,SV
Belova_2022,Письмо от ректора читаешь я и ты.,2.25,2.0,coordination,stimul,11.0,83,I_you,2sg,and,VS
Belova_2022,Я и ты читаешь письмо от ректора.,2.571428571428572,3.0,coordination,stimul,11.0,83,I_you,2sg,and,SV
Belova_2022,Гречку на костре варим я и ты.,4.4375,4.0,coordination,stimul,13.0,97,I_you,1pl,and,VS
Belova_2022,Я и ты платят штрафы за парковку.,3.0,3.0,coordination,stimul,28.0,220,I_you,3pl,and,SV
Belova_2022,Ты и я вкладываешь деньги в акции.,2.4166666666666665,2.0,coordination,stimul,20.0,159,you_I,2sg,and,SV
Belova_2022,Рассвет у озера встречают я и ты.,3.523809523809524,4.0,coordination,stimul,7.0,52,I_you,3pl,and,VS
Belova_2022,Ты и я подбирают галстук под пиджак.,3.0,3.0,coordination,stimul,23.0,184,you_I,3pl,and,SV
Belova_2022,Штрафы за парковку платят ты и я.,2.631578947368421,3.0,coordination,stimul,28.0,224,you_I,3pl,and,VS
Belova_2022,Я погладила рубашки Жене и Захару.,6.019607843137255,6.0,good,filler,,268,,,,
Belova_2022,Ты и я ровняем стены под покраску.,5.6,6.0,coordination,stimul,21.0,165,you_I,1pl,and,SV
Belova_2022,Участок под огород арендуешь ты и я.,3.2857142857142856,3.0,coordination,stimul,22.0,175,you_I,2sg,and,VS
Belova_2022,Я и ты варим гречку на костре.,5.214285714285714,5.0,coordination,stimul,13.0,97,I_you,1pl,and,SV
Belova_2022,Аванс за квартиру вносят ты и я.,3.0,3.0,coordination,stimul,25.0,200,you_I,3pl,and,VS
Belova_2022,Участок под огород арендую ты и я.,2.5,2.0,coordination,stimul,22.0,174,you_I,1sg,and,VS
Belova_2022,Ты и я снимаешь комнату у метро.,1.9230769230769231,2.0,coordination,stimul,5.0,39,you_I,2sg,and,SV
Belova_2022,Ты и я чинишь шкафчик для посуды.,2.1538461538461537,2.0,coordination,stimul,4.0,31,you_I,2sg,and,SV
Belova_2022,Кастрюлю с гречка опрокинул Кира и Алла.,1.7923076923076924,2.0,bad,filler,,276,,,,
Belova_2022,Снежинки из бумаги вырезаем я и ты.,5.2631578947368425,5.0,coordination,stimul,32.0,249,I_you,1pl,and,VS
Belova_2022,Ты и я платишь штрафы за парковку.,2.272727272727273,2.0,coordination,stimul,28.0,223,you_I,2sg,and,SV
Belova_2022,Реквизит для спектакля готовят ты и я.,3.0,3.0,coordination,stimul,3.0,24,you_I,3pl,and,VS
Belova_2022,Ты и я забираешь машину из сервиса.,2.083333333333333,2.0,coordination,stimul,29.0,231,you_I,2sg,and,SV
Belova_2022,Перекус из овощей готовлю я и ты.,3.631578947368421,4.0,coordination,stimul,31.0,242,I_you,1sg,and,VS
Belova_2022,Заявление на увольнение пишут я и ты.,3.0,3.0,coordination,stimul,15.0,116,I_you,3pl,and,VS
Belova_2022,Я и ты снимаешь комнату у метро.,2.090909090909091,2.0,coordination,stimul,5.0,35,I_you,2sg,and,SV
Belova_2022,Сапоги от грязи чистим ты и я.,4.578947368421052,5.0,coordination,stimul,9.0,69,you_I,1pl,and,VS
Belova_2022,Деньги в акции вкладываю ты и я.,3.142857142857143,3.0,coordination,stimul,20.0,158,you_I,1sg,and,VS
Belova_2022,Ты и я ровняю стены под покраску.,2.5,2.0,coordination,stimul,21.0,166,you_I,1sg,and,SV
Belova_2022,Гречку на костре варят я и ты.,2.9285714285714284,3.0,coordination,stimul,13.0,100,I_you,3pl,and,VS
Belova_2022,Галстук под пиджак подбираем ты и я.,4.416666666666667,4.0,coordination,stimul,23.0,181,you_I,1pl,and,VS
Belova_2022,Ты и я планирую поездку на дачу.,2.571428571428572,3.0,coordination,stimul,16.0,126,you_I,1sg,and,SV
Belova_2022,Цепочку у ломбарда выкупаю я и ты.,2.6666666666666665,3.0,coordination,stimul,8.0,58,I_you,1sg,and,VS
Belova_2022,Рита и Марина только что сварили кофе в турке.,6.323529411764706,6.0,good,filler,,264,,,,
Belova_2022,Рассвет у озера встречаем я и ты.,4.5,4.0,coordination,stimul,7.0,49,I_you,1pl,and,VS
Belova_2022,Крепость из снега строим я и ты.,5.066666666666666,5.0,coordination,stimul,30.0,233,I_you,1pl,and,VS
Belova_2022,Вечер у соседей проводят ты и я.,2.421052631578948,2.0,coordination,stimul,6.0,48,you_I,3pl,and,VS
Belova_2022,Ты и я снимаем комнату у метро.,5.285714285714286,5.0,coordination,stimul,5.0,37,you_I,1pl,and,SV
Belova_2022,Снежинки из бумаги вырезаю я и ты.,3.5,4.0,coordination,stimul,32.0,250,I_you,1sg,and,VS
Belova_2022,Фирму и начальником опозорил Алиса.,1.3282442748091603,1.0,bad,filler,,280,,,,
Belova_2022,Ты и я передаю подарок для подруги.,2.363636363636364,2.0,coordination,stimul,2.0,14,you_I,1sg,and,SV
Belova_2022,Я и ты арендую участок под огород.,2.6,3.0,coordination,stimul,22.0,170,I_you,1sg,and,SV
Belova_2022,Я и ты вносят аванс за квартиру.,2.6153846153846154,3.0,coordination,stimul,25.0,196,I_you,3pl,and,SV
Belova_2022,Переезд за границу намечаю ты и я.,2.631578947368421,3.0,coordination,stimul,26.0,206,you_I,1sg,and,VS
Belova_2022,Я и ты варю гречку на костре.,2.2,2.0,coordination,stimul,13.0,98,I_you,1sg,and,SV
Belova_2022,Я и ты забирают машину из сервиса.,2.4,2.0,coordination,stimul,29.0,228,I_you,3pl,and,SV
Belova_2022,Крепость из снега строят я и ты.,2.7857142857142856,3.0,coordination,stimul,30.0,236,I_you,3pl,and,VS
Belova_2022,Деньги в акции вкладываю я и ты.,3.571428571428572,4.0,coordination,stimul,20.0,154,I_you,1sg,and,VS
Belova_2022,Ты и я снимаю комнату у метро.,2.3846153846153846,2.0,coordination,stimul,5.0,38,you_I,1sg,and,SV
Belova_2022,Крепость из снега строишь ты и я.,2.9166666666666665,3.0,coordination,stimul,30.0,239,you_I,2sg,and,VS
Belova_2022,Коробки в макулатуру сдают ты и я.,2.5,2.0,coordination,stimul,19.0,152,you_I,3pl,and,VS
Belova_2022,Я и ты берут билет на самолёт.,2.833333333333333,3.0,coordination,stimul,14.0,108,I_you,3pl,and,SV
Belova_2022,Билет на самолёт беру ты и я.,2.6666666666666665,3.0,coordination,stimul,14.0,110,you_I,1sg,and,VS
Belova_2022,Ты и я арендуют участок под огород.,2.8461538461538463,3.0,coordination,stimul,22.0,176,you_I,3pl,and,SV
Belova_2022,Солистка исполнили на концерте новые и старую песня.,1.7821782178217822,2.0,bad,filler,,281,,,,
Belova_2022,Деньги в акции вкладывают я и ты.,2.894736842105264,3.0,coordination,stimul,20.0,156,I_you,3pl,and,VS
Belova_2022,Даня и Настя случайно разбили новый аквариум.,6.519607843137255,7.0,good,filler,,260,,,,
Belova_2022,Билет на самолёт берёшь ты и я.,3.2666666666666666,3.0,coordination,stimul,14.0,111,you_I,2sg,and,VS
Belova_2022,Олесино и Галино поздравление растрогало бабушку.,5.576923076923077,6.0,good,filler,,267,,,,
Belova_2022,Гречку на костре варим ты и я.,5.684210526315789,6.0,coordination,stimul,13.0,101,you_I,1pl,and,VS
Belova_2022,Ты и я вырезаю снежинки из бумаги.,2.814814814814815,3.0,coordination,stimul,32.0,254,you_I,1sg,and,SV
Belova_2022,Подарок для подруги передаём я и ты.,4.2631578947368425,4.0,coordination,stimul,2.0,9,I_you,1pl,and,VS
Belova_2022,Я и ты берём билет на самолёт.,4.7,5.0,coordination,stimul,14.0,105,I_you,1pl,and,SV
Belova_2022,Сапоги от грязи чистим я и ты.,4.090909090909091,4.0,coordination,stimul,9.0,65,I_you,1pl,and,VS
Belova_2022,Я и ты снимаю комнату у метро.,2.9285714285714284,3.0,coordination,stimul,5.0,34,I_you,1sg,and,SV
Belova_2022,Штрафы за парковку платим я и ты.,4.583333333333333,5.0,coordination,stimul,28.0,217,I_you,1pl,and,VS
Belova_2022,Грядку под редис копаю ты и я.,2.466666666666667,2.0,coordination,stimul,24.0,190,you_I,1sg,and,VS
Belova_2022,Ты и я выкупаешь цепочку у ломбарда.,2.6666666666666665,3.0,coordination,stimul,8.0,63,you_I,2sg,and,SV
Belova_2022,Я и ты встречаем рассвет у озера.,5.454545454545454,5.0,coordination,stimul,7.0,49,I_you,1pl,and,SV
Belova_2022,Стены под покраску ровняешь я и ты.,2.5789473684210527,3.0,coordination,stimul,21.0,163,I_you,2sg,and,VS
Belova_2022,Реквизит для спектакля готовим ты и я.,4.769230769230769,5.0,coordination,stimul,3.0,21,you_I,1pl,and,VS
Belova_2022,Реквизит для спектакля готовлю я и ты.,3.3125,3.0,coordination,stimul,3.0,18,I_you,1sg,and,VS
Belova_2022,Я и ты отмываю духовку от жира.,3.0,3.0,coordination,stimul,10.0,74,I_you,1sg,and,SV
Belova_2022,Я и ты чинишь шкафчик для посуды.,3.4,3.0,coordination,stimul,4.0,27,I_you,2sg,and,SV
Belova_2022,Телевизор для бабушки покупают я и ты.,2.3125,2.0,coordination,stimul,1.0,4,I_you,3pl,and,VS
Belova_2022,Я и ты намечают переезд за границу.,2.4615384615384617,2.0,coordination,stimul,26.0,204,I_you,3pl,and,SV
Belova_2022,Я и ты забираем машину из сервиса.,4.6923076923076925,5.0,coordination,stimul,29.0,225,I_you,1pl,and,SV
Belova_2022,Я и ты встречают рассвет у озера.,2.923076923076923,3.0,coordination,stimul,7.0,52,I_you,3pl,and,SV
Belova_2022,Ты и я планируешь поездку на дачу.,1.9,2.0,coordination,stimul,16.0,127,you_I,2sg,and,SV
Belova_2022,Ты и я строят крепость из снега.,2.5384615384615383,3.0,coordination,stimul,30.0,240,you_I,3pl,and,SV
Belova_2022,Я и ты встречаю рассвет у озера.,2.0,2.0,coordination,stimul,7.0,50,I_you,1sg,and,SV
Belova_2022,Цепочку у ломбарда выкупают я и ты.,2.533333333333333,3.0,coordination,stimul,8.0,60,I_you,3pl,and,VS
Belova_2022,Я и ты пишу заявление на увольнение.,2.636363636363636,3.0,coordination,stimul,15.0,114,I_you,1sg,and,SV
Belova_2022,Аня и Петя досмотрел хороший сериал про пираты.,1.9705882352941173,2.0,bad,filler,,278,,,,
Belova_2022,Рассвет у озера встречаешь ты и я.,3.1578947368421053,3.0,coordination,stimul,7.0,55,you_I,2sg,and,VS
Belova_2022,Переезд за границу намечаешь я и ты.,2.142857142857143,2.0,coordination,stimul,26.0,203,I_you,2sg,and,VS
Belova_2022,Гречку на костре варишь я и ты.,2.2142857142857144,2.0,coordination,stimul,13.0,99,I_you,2sg,and,VS
Belova_2022,Сапоги от грязи чистишь ты и я.,3.142857142857143,3.0,coordination,stimul,9.0,71,you_I,2sg,and,VS
Belova_2022,Ты и я подбираю галстук под пиджак.,2.5,2.0,coordination,stimul,23.0,182,you_I,1sg,and,SV
Belova_2022,Я и ты подбираешь галстук под пиджак.,2.727272727272727,3.0,coordination,stimul,23.0,179,I_you,2sg,and,SV
Belova_2022,Ключи от квартиры ищу ты и я.,2.2,2.0,coordination,stimul,12.0,94,you_I,1sg,and,VS
Belova_2022,Я и ты проводим вечер у соседей.,4.333333333333333,4.0,coordination,stimul,6.0,41,I_you,1pl,and,SV
Belova_2022,Аванс за квартиру вносим я и ты.,4.727272727272728,5.0,coordination,stimul,25.0,193,I_you,1pl,and,VS
Belova_2022,Ты и я сдаём коробки в макулатуру.,5.2,5.0,coordination,stimul,19.0,149,you_I,1pl,and,SV
Belova_2022,Долги за семестр закрывают ты и я.,2.4,2.0,coordination,stimul,27.0,216,you_I,3pl,and,VS
Belova_2022,Рассвет у озера встречают ты и я.,2.642857142857143,3.0,coordination,stimul,7.0,56,you_I,3pl,and,VS
Belova_2022,Галстук под пиджак подбираешь ты и я.,3.333333333333333,3.0,coordination,stimul,23.0,183,you_I,2sg,and,VS
Belova_2022,Я и ты подбираю галстук под пиджак.,3.6666666666666665,4.0,coordination,stimul,23.0,178,I_you,1sg,and,SV
Belova_2022,Композитор сочинил симфонией и оперой.,1.8725490196078431,2.0,bad,filler,,286,,,,
Belova_2022,Я и ты копаем грядку под редис.,5.066666666666666,5.0,coordination,stimul,24.0,185,I_you,1pl,and,SV
Belova_2022,Наташа сводила детей в цирк и в зоопарк.,6.362745098039215,6.0,good,filler,,270,,,,
Belova_2022,Заявление на увольнение пишем ты и я.,5.0,5.0,coordination,stimul,15.0,117,you_I,1pl,and,VS
Belova_2022,Егор сделал домашнее задание за Улю и Яну.,6.088235294117647,6.0,good,filler,,267,,,,
Belova_2022,Ты и я отвожу диван в гараж.,1.5,2.0,coordination,stimul,17.0,134,you_I,1sg,and,SV
Belova_2022,Столик на веранде заняли Даня и Лиза.,6.358778625954199,6.0,good,filler,,259,,,,
Belova_2022,Билет на самолёт берём я и ты.,4.7368421052631575,5.0,coordination,stimul,14.0,105,I_you,1pl,and,VS
Belova_2022,Ты и я планируют поездку на дачу.,3.533333333333333,4.0,coordination,stimul,16.0,128,you_I,3pl,and,SV
Belova_2022,Я и ты передаю подарок для подруги.,2.333333333333333,2.0,coordination,stimul,2.0,10,I_you,1sg,and,SV
Belova_2022,Шкафчик для посуды чинишь я и ты.,2.857142857142857,3.0,coordination,stimul,4.0,27,I_you,2sg,and,VS
Belova_2022,Перекус из овощей готовим ты и я.,5.15,5.0,coordination,stimul,31.0,245,you_I,1pl,and,VS
Belova_2022,Первокурсники и второкурсники пришла на конференцией.,1.8235294117647056,2.0,bad,filler,,276,,,,
Belova_2022,Филипп и Никита упаковала подарки для учительница.,1.6862745098039216,2.0,bad,filler,,280,,,,
Belova_2022,Я и ты ровняю стены под покраску.,3.142857142857143,3.0,coordination,stimul,21.0,162,I_you,1sg,and,SV
Belova_2022,Ты и я планируем поездку на дачу.,4.615384615384615,5.0,coordination,stimul,16.0,125,you_I,1pl,and,SV
Belova_2022,Таблетки от головы и живот выпили Макс.,1.5419847328244274,2.0,bad,filler,,284,,,,
Belova_2022,Подарок для подруги передаёшь я и ты.,1.9375,2.0,coordination,stimul,2.0,11,I_you,2sg,and,VS
Belova_2022,Ты и я закрываем долги за семестр.,5.2,5.0,coordination,stimul,27.0,213,you_I,1pl,and,SV
Belova_2022,Ты и я встречаю рассвет у озера.,2.642857142857143,3.0,coordination,stimul,7.0,54,you_I,1sg,and,SV
Belova_2022,Деньги в акции вкладываем я и ты.,4.761904761904762,5.0,coordination,stimul,20.0,153,I_you,1pl,and,VS
Belova_2022,Я и ты платишь штрафы за парковку.,2.3846153846153846,2.0,coordination,stimul,28.0,219,I_you,2sg,and,SV
Belova_2022,Участок под огород арендуем ты и я.,5.1,5.0,coordination,stimul,22.0,173,you_I,1pl,and,VS
Belova_2022,В субботу Марина полила цветы и пропылесосила.,5.702290076335878,6.0,good,filler,,263,,,,
Belova_2022,Я и ты чистишь сапоги от грязи.,2.230769230769231,2.0,coordination,stimul,9.0,67,I_you,2sg,and,SV
Belova_2022,Я и ты покупают телевизор для бабушки.,2.357142857142857,2.0,coordination,stimul,1.0,4,I_you,3pl,and,SV
Belova_2022,Переезд за границу намечаешь ты и я.,2.857142857142857,3.0,coordination,stimul,26.0,207,you_I,2sg,and,VS
Belova_2022,Шкафчик для посуды чинят ты и я.,2.7333333333333334,3.0,coordination,stimul,4.0,32,you_I,3pl,and,VS
Belova_2022,Поездку на дачу планируем я и ты.,4.571428571428571,5.0,coordination,stimul,16.0,121,I_you,1pl,and,VS
Belova_2022,Я и ты снимаем комнату у метро.,3.9,4.0,coordination,stimul,5.0,33,I_you,1pl,and,SV
Belova_2022,Я и ты выкупаю цепочку у ломбарда.,2.0,2.0,coordination,stimul,8.0,58,I_you,1sg,and,SV
Belova_2022,Я и ты закрываем долги за семестр.,5.428571428571429,5.0,coordination,stimul,27.0,209,I_you,1pl,and,SV
Belova_2022,Я и ты строю крепость из снега.,2.642857142857143,3.0,coordination,stimul,30.0,234,I_you,1sg,and,SV
Belova_2022,Ты и я забираю машину из сервиса.,2.090909090909091,2.0,coordination,stimul,29.0,230,you_I,1sg,and,SV
Belova_2022,Коробки в макулатуру сдаём ты и я.,5.105263157894737,5.0,coordination,stimul,19.0,149,you_I,1pl,and,VS
Belova_2022,Из-за посуда Игорь и Яна поссорился.,1.5877862595419847,2.0,bad,filler,,269,,,,
Belova_2022,Я и ты выкупают цепочку у ломбарда.,2.3076923076923075,2.0,coordination,stimul,8.0,60,I_you,3pl,and,SV
Belova_2022,Духовку от жира отмываю я и ты.,3.238095238095238,3.0,coordination,stimul,10.0,74,I_you,1sg,and,VS
Belova_2022,Я и ты читают письмо от ректора.,2.3,2.0,coordination,stimul,11.0,84,I_you,3pl,and,SV
Belova_2022,Ты и я закрывают долги за семестр.,3.083333333333333,3.0,coordination,stimul,27.0,216,you_I,3pl,and,SV
Belova_2022,Реквизит для спектакля готовят я и ты.,3.142857142857143,3.0,coordination,stimul,3.0,20,I_you,3pl,and,VS
Belova_2022,Я и ты берёшь билет на самолёт.,2.090909090909091,2.0,coordination,stimul,14.0,107,I_you,2sg,and,SV
Belova_2022,Комнату у метро снимаю ты и я.,3.0,3.0,coordination,stimul,5.0,38,you_I,1sg,and,VS
Belova_2022,В понедельник Кира и Зина проспал.,1.7461538461538462,2.0,bad,filler,,260,,,,
Belova_2022,Диван в гараж отвозят ты и я.,2.7142857142857144,3.0,coordination,stimul,17.0,136,you_I,3pl,and,VS
Belova_2022,Ключи от квартиры ищу я и ты.,2.5625,3.0,coordination,stimul,12.0,90,I_you,1sg,and,VS
Belova_2022,Шкафчик для посуды чиним ты и я.,5.0,5.0,coordination,stimul,4.0,29,you_I,1pl,and,VS
Belova_2022,Я и ты вырезаешь снежинки из бумаги.,2.272727272727273,2.0,coordination,stimul,32.0,251,I_you,2sg,and,SV
Belova_2022,Ключи от квартиры ищем я и ты.,4.571428571428571,5.0,coordination,stimul,12.0,89,I_you,1pl,and,VS
