experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,head_noun,agreement,quant,head_case,head_gender
Dorofeeva_2023,"Каждую, кто прошёл в финал конкурса, ждёт гарантированный приз.",5.285714285714286,5.0,relative_clauses,stimul,2,182,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто уволился из отдела кадров, бранит жестокий начальник.",5.0,5.0,relative_clauses,stimul,35,431,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую медсестру, кто дежурила на месте катастрофы, выделяет невероятная смелость.",3.5,4.0,relative_clauses,stimul,5,221,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую сотрудницу, кто поступил на должность бухгалтера, выручает новая программа.",3.5,4.0,relative_clauses,stimul,7,151,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого критика, благодаря кому провалился новый роман, осуждает преданного читатель.",2.0721649484536084,2.0,bad,filler,37,502,,,,,
Dorofeeva_2023,"Каждый отец, кто явился на собрание родителей, расспрашивает классного руководителя.",4.375,4.0,relative_clauses,stimul,34,322,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто сходил на семинар профессора, критикует изложенную теорию.",4.333333333333333,4.0,relative_clauses,stimul,26,62,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая студентка, кто участвовала в конференции института, изучает теоретическую физику.",4.25,4.0,relative_clauses,stimul,3,75,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",3.25,3.0,relative_clauses,stimul,29,65,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто пришёл на вечер танцев, сопровождает изящного кавалера.",1.25,1.0,relative_clauses,stimul,25,61,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый, кто пострадал от чистки лица, проклинает нового косметолога.",6.0,6.0,relative_clauses,stimul,18,342,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая дама, кто пришёл на вечер танцев, сопровождает изящного кавалера.",3.0,3.0,relative_clauses,stimul,25,25,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто зарегистрировалась на сайте знакомств, устраивает подобранный партнёр.",4.625,5.0,relative_clauses,stimul,19,271,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",6.285714285714286,6.0,relative_clauses,stimul,19,343,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая туристка, кто ночевала в общежитии университета, терпит любое неудобство.",4.5,4.0,relative_clauses,stimul,6,78,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую участницу, кто прошёл в финал конкурса, ждёт гарантированный приз.",5.0,5.0,relative_clauses,stimul,2,146,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая женщина, кто позанималась в студии йоги, обретает душевное равновесие.",3.375,3.0,relative_clauses,stimul,4,76,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого журналиста, кто служил в редакции издания, удручает сложившаяся ситуация.",4.625,5.0,relative_clauses,stimul,16,376,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая поэтесса, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",3.888888888888889,4.0,relative_clauses,stimul,29,29,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый, кто воровал в магазине продуктов, отрицает совершённое преступление.",5.857142857142857,6.0,relative_clauses,stimul,14,338,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто участвовал в конференции института, привлекает теоретическая физика.",3.5,4.0,relative_clauses,stimul,3,183,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто поступил на должность бухгалтера, выручает новая программа.",5.25,5.0,relative_clauses,stimul,7,403,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую продавщицу, кто подрабатывала в отделе игрушек, настораживает китайская подделка.",4.25,4.0,relative_clauses,stimul,36,252,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый прихожанин, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",4.375,4.0,relative_clauses,stimul,27,315,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждый пользователь, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",5.888888888888889,6.0,relative_clauses,stimul,19,307,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто опоздала к началу урока, выгоняет сердитая учительница.",3.5,4.0,relative_clauses,stimul,30,282,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую альпинистку, кто взошла на пик Эвереста, уважают бывалые скалолазы.",5.111111111111111,5.0,relative_clauses,stimul,33,249,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.5,4.0,relative_clauses,stimul,24,420,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого, кто отучился на факультете политики, помнит молодой преподаватель.",3.75,4.0,relative_clauses,stimul,9,405,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую студентку, кто участвовала в конференции института, привлекает теоретическая физика.",3.692307692307693,4.0,relative_clauses,stimul,3,219,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто был на уроке труда, ест приготовленный суп.",7.0,7.0,relative_clauses,stimul,22,346,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую заводчицу, кто пришёл на выставку собак, сопровождает померанский шпиц.",5.428571428571429,5.0,relative_clauses,stimul,12,156,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто служил в редакции издания, комментирует сложившуюся ситуацию.",6.2,6.0,relative_clauses,stimul,16,340,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждый, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",6.375,6.0,relative_clauses,stimul,33,357,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую учительницу, кто преподавал в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21,165,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто пострадала от чистки лица, беспокоит новый косметолог.",3.8,4.0,relative_clauses,stimul,18,270,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую пользовательницу, кто зарегистрировалась на сайте знакомств, устраивает подобранный партнёр.",4.9,5.0,relative_clauses,stimul,19,235,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",4.857142857142857,5.0,relative_clauses,stimul,13,409,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого космонавта, про кого рассказывал восторженный экскурсовод, награждал пожилого генерал.",2.134020618556701,2.0,bad,filler,37,510,,,,,
Dorofeeva_2023,"Каждая прихожанка, кто исповедовалась в присутствии настоятеля, замаливает тяжкий грех.",5.125,5.0,relative_clauses,stimul,27,99,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого, кто преподавал в классе коррекции, ценит школьное руководство.",5.25,5.0,relative_clauses,stimul,21,417,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого художника, кто заходил на аукцион антиквариата, украшает необычный шарф.",5.666666666666667,6.0,relative_clauses,stimul,31,391,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, благодаря кому получилось великолепное платье, хвалит ведущий дизайнер.",4.3125,4.0,good,filler,37,501,,,,,
Dorofeeva_2023,"Каждую медсестру, кто дежурил на месте катастрофы, выделяет невероятная смелость.",4.076923076923077,4.0,relative_clauses,stimul,5,149,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",4.666666666666667,5.0,relative_clauses,stimul,28,64,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая секретарша, кто уволилась из отдела кадров, ругает жестокого начальника.",4.3,4.0,relative_clauses,stimul,35,107,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый альпинист, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",6.0,6.0,relative_clauses,stimul,33,321,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая актриса, кто сыграла в картине режиссёра, получает золотую статуэтку.",3.111111111111111,3.0,relative_clauses,stimul,1,73,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый спортсмен, кто отобрался в сборную страны, выбирает опытного тренера.",4.285714285714286,4.0,relative_clauses,stimul,11,299,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждый, кто пришёл на вечер танцев, сопровождает изящную даму.",5.285714285714286,5.0,relative_clauses,stimul,25,349,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая работница, кто трудилась на производстве чугуна, получает большую пенсию.",3.7142857142857135,4.0,relative_clauses,stimul,20,92,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто был на уроке труда, ест приготовленный суп.",3.625,4.0,relative_clauses,stimul,22,58,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого, кто заходил на аукцион антиквариата, украшает необычный шарф.",5.75,6.0,relative_clauses,stimul,31,427,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая певица, кто приехала на шоу талантов, благодарит понимающего ведущего.",3.857142857142857,4.0,relative_clauses,stimul,10,82,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую пациентку, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.142857142857143,4.0,relative_clauses,stimul,24,168,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",4.3,4.0,relative_clauses,stimul,32,212,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто жила в центре города, ненавидит ночной шум.",5.0,5.0,relative_clauses,stimul,8,116,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто остался в поселении старообрядцев, кормит собственное хозяйство.",4.538461538461538,5.0,relative_clauses,stimul,28,208,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто отучился на факультете политики, помнит молодого преподавателя.",6.0,6.0,relative_clauses,stimul,9,333,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая россиянка, кто бывала в столице Китая, любит местную кухню.",4.777777777777778,5.0,relative_clauses,stimul,15,87,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.111111111111111,5.0,relative_clauses,stimul,36,216,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую пациентку, кто лежала в отделении кардиологии, ограничивают врачебные предписания.",3.5,4.0,relative_clauses,stimul,24,240,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую даму, кто пришёл на вечер танцев, сопровождает изящный кавалер.",5.0,5.0,relative_clauses,stimul,25,169,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая девушка, кто пострадала от чистки лица, проклинает нового косметолога.",4.25,4.0,relative_clauses,stimul,18,90,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто была на уроке труда, радует приготовленный суп.",4.0,4.0,relative_clauses,stimul,22,274,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто дежурил на месте катастрофы, демонстрирует невероятную смелость.",3.625,4.0,relative_clauses,stimul,5,41,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, про кого слагалась красивая история, почитает местное население.",4.760416666666667,5.0,good,filler,37,529,,,,,
Dorofeeva_2023,"Каждую поэтессу, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",4.538461538461538,5.0,relative_clauses,stimul,29,173,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого москвича, кто жил в центре города, раздражает ночной шум.",5.0,5.0,relative_clauses,stimul,8,368,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, кто заходил на аукцион антиквариата, украшает необычный шарф.",6.0,6.0,relative_clauses,stimul,31,211,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто трудился на производстве чугуна, получает большую пенсию.",6.888888888888889,7.0,relative_clauses,stimul,20,344,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто публиковалась в спецвыпуске журнала, демонстрирует оригинальный стиль.",5.5,6.0,relative_clauses,stimul,29,137,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую художницу, кто заходила на аукцион антиквариата, украшает необычный шарф.",4.3,4.0,relative_clauses,stimul,31,247,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто прибыл на берег океана, испытывает незабываемое ощущение.",6.125,6.0,relative_clauses,stimul,17,341,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто воровала в магазине продуктов, допрашивает старший следователь.",4.076923076923077,4.0,relative_clauses,stimul,14,266,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую девочку, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",5.571428571428571,6.0,relative_clauses,stimul,32,176,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая секретарша, кто уволился из отдела кадров, ругает жестокого начальника.",4.75,5.0,relative_clauses,stimul,35,35,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто пришёл на вечер танцев, сопровождает изящный кавалер.",4.375,4.0,relative_clauses,stimul,25,205,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая работница, кто трудился на производстве чугуна, получает большую пенсию.",5.0,5.0,relative_clauses,stimul,20,20,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого преступника, кто воровал в магазине продуктов, допрашивает старший следователь.",6.285714285714286,6.0,relative_clauses,stimul,14,374,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого учителя, кто преподавал в классе коррекции, ценит школьное руководство.",5.142857142857143,5.0,relative_clauses,stimul,21,381,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждый, на кого глядела рассерженная мать, чувствует дикому стыд.",1.7227722772277227,2.0,bad,filler,37,512,,,,,
Dorofeeva_2023,"Каждого участника, кто прошёл в финал конкурса, ждёт гарантированный приз.",6.571428571428571,7.0,relative_clauses,stimul,2,362,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого пациента, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",5.285714285714286,5.0,relative_clauses,stimul,24,384,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая спортсменка, кто отобрался в сборную страны, выбирает опытного тренера.",3.75,4.0,relative_clauses,stimul,11,11,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая путешественница, кто прибыла на берег океана, испытывает незабываемое ощущение.",2.4285714285714284,2.0,relative_clauses,stimul,17,89,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто отучился на факультете политики, помнит молодой преподаватель.",3.375,3.0,relative_clauses,stimul,9,189,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую актрису, кто сыграла в картине режиссёра, награждает Американская киноакадемия.",2.0,2.0,relative_clauses,stimul,1,217,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую заключённую, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",4.777777777777778,5.0,relative_clauses,stimul,23,167,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая заключённая, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",3.1,3.0,relative_clauses,stimul,23,95,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто бывала в столице Китая, восхищает местная кухня.",4.0,4.0,relative_clauses,stimul,15,267,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого кавалера, кто пришёл на вечер танцев, сопровождает изящная дама.",5.375,5.0,relative_clauses,stimul,25,385,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую прихожанку, кто исповедовалась в присутствии настоятеля, мучает тяжкий грех.",4.384615384615385,4.0,relative_clauses,stimul,27,243,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого школьника, кто был на уроке труда, радует приготовленный суп.",4.75,5.0,relative_clauses,stimul,22,382,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, на ком испытывалось новейшее лекарство, наблюдают ведущие специалисты.",4.86734693877551,5.0,good,filler,37,527,,,,,
Dorofeeva_2023,"Каждую старушку, кто остался в поселении старообрядцев, кормит собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,172,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый россиянин, кто бывал в столице Китая, любит местную кухню.",4.5,4.0,relative_clauses,stimul,15,303,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто отучилась на факультете политики, помнит молодой преподаватель.",3.571428571428572,4.0,relative_clauses,stimul,9,261,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую мать, кто явился на собрание родителей, расспрашивает классный руководитель.",4.0,4.0,relative_clauses,stimul,34,178,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую школьницу, кто была на уроке труда, радует приготовленный суп.",4.428571428571429,4.0,relative_clauses,stimul,22,238,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто явился на собрание родителей, расспрашивает классного руководителя.",4.125,4.0,relative_clauses,stimul,34,70,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто прокатилась на спине гиппопотама, хочет игрушечного бегемота.",5.25,5.0,relative_clauses,stimul,32,140,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, на ком остановился штатный рекрутер, имеет блестящее портфолио.",5.34,5.0,good,filler,37,533,,,,,
Dorofeeva_2023,"Каждую, кто приехал на шоу талантов, поддерживает понимающий ведущий.",4.666666666666667,5.0,relative_clauses,stimul,10,190,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто лежала в отделении кардиологии, соблюдает врачебные предписания.",5.111111111111111,5.0,relative_clauses,stimul,24,132,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто служила в редакции издания, удручает сложившаяся ситуация.",4.428571428571429,4.0,relative_clauses,stimul,16,268,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто готовила на кухне детсада, делает изумительную кашу.",4.571428571428571,5.0,relative_clauses,stimul,13,121,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто исповедовалась в присутствии настоятеля, мучает тяжкий грех.",4.142857142857143,4.0,relative_clauses,stimul,27,279,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто позанимался в студии йоги, отличает душевное равновесие.",6.0,6.0,relative_clauses,stimul,4,400,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",3.875,4.0,relative_clauses,stimul,23,131,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый, о ком рассказал древний эпос, имеет реальный прототип.",5.29,5.0,good,filler,37,513,,,,,
Dorofeeva_2023,"Каждая заключённая, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",2.571428571428572,3.0,relative_clauses,stimul,23,23,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого ученика, кто опоздал к началу урока, выгоняет сердитая учительница.",5.285714285714286,5.0,relative_clauses,stimul,30,390,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая художница, кто заходил на аукцион антиквариата, носит необычный шарф.",3.4285714285714284,3.0,relative_clauses,stimul,31,31,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто отобралась в сборную страны, выбирает опытного тренера.",3.5,4.0,relative_clauses,stimul,11,119,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую пользовательницу, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",4.125,4.0,relative_clauses,stimul,19,163,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто позанимался в студии йоги, отличает душевное равновесие.",4.384615384615385,4.0,relative_clauses,stimul,4,184,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто жил в центре города, ненавидит ночной шум.",6.444444444444445,6.0,relative_clauses,stimul,8,332,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто опоздал к началу урока, винит общественный транспорт.",4.857142857142857,5.0,relative_clauses,stimul,30,66,no,masculine,kazhdyj,nominative,feminine
